Micro-Scenario,应用领域,用途分类,项目名称,Stars,核心意图,GitHub链接
个人生活,数据可视化/BI,管理系统,LucasMontenegroM/CatalogosMVC,0,"管理用户和书籍记录的CRUD系统",https://github.com/LucasMontenegroM/CatalogosMVC
个人生活,数据可视化/BI,分析工具,johanzander/home-analytics,0,"家庭能源消耗与成本分析",https://github.com/johanzander/home-analytics
个人生活,教育学习,通用工具,reyes-art-car/portfolio-angular,0,"展示个人作品集网站",https://github.com/reyes-art-car/portfolio-angular
个人生活,教育学习,管理系统,LucasMontenegroM/CatalogosMVC,0,"管理用户和书籍记录的CRUD系统",https://github.com/LucasMontenegroM/CatalogosMVC
个人生活,企业管理,项目管理,JingkaiTang/JingkaiTang.github.io,1,"个人博客站点搭建与内容管理",https://github.com/JingkaiTang/JingkaiTang.github.io
个人生活,企业管理,通用工具,HIM049/HtmxBlog,2,"构建个人博客系统",https://github.com/HIM049/HtmxBlog
个人生活,企业管理,生成工具,Tobiw87/tus-radsport,0,"为自行车俱乐部创建静态网站",https://github.com/Tobiw87/tus-radsport
个人生活,设计工具,通用工具,nicejade/life-spent,3,"基于年龄计算生命已逝比例",https://github.com/nicejade/life-spent
个人生活,设计工具,管理系统,LucasMontenegroM/CatalogosMVC,0,"管理用户和书籍记录的CRUD系统",https://github.com/LucasMontenegroM/CatalogosMVC
个人生活,设计工具,UI/UX设计,finlin67/GTMStack_pro,0,"构建营销与作品集展示网站",https://github.com/finlin67/GTMStack_pro
个人生活,开发工具/脚手架,通用工具,gruks/portfolio,1,"展示个人作品集网站",https://github.com/gruks/portfolio
个人生活,开发工具/脚手架,生成工具,OscarPindaro/new-blog-design,0,"实验HTML CSS和Jekyll创建个人博客",https://github.com/OscarPindaro/new-blog-design
个人生活,开发工具/脚手架,项目模板,JJAllanLLC/goldenretriever-hair,0,"基于Next.js模板的网站项目",https://github.com/JJAllanLLC/goldenretriever-hair
个人生活,内容管理系统,通用工具,HIM049/HtmxBlog,2,"构建个人博客系统",https://github.com/HIM049/HtmxBlog
个人生活,内容管理系统,管理系统,JingkaiTang/JingkaiTang.github.io,1,"个人博客站点搭建与内容管理",https://github.com/JingkaiTang/JingkaiTang.github.io
个人生活,内容管理系统,生成工具,OscarPindaro/new-blog-design,0,"实验HTML CSS和Jekyll创建个人博客",https://github.com/OscarPindaro/new-blog-design
个人生活,游戏/娱乐,管理系统,JingkaiTang/JingkaiTang.github.io,1,"个人博客站点搭建与内容管理",https://github.com/JingkaiTang/JingkaiTang.github.io
个人生活,游戏/娱乐,通用工具,noahlin34/mochi,0,"通过宠物养成游戏追踪个人习惯",https://github.com/noahlin34/mochi
个人生活,游戏/娱乐,生成工具,Maria-mbugua/spin-savor,0,"随机生成肯尼亚风味食谱",https://github.com/Maria-mbugua/spin-savor
个人生活,自动化/工作流,通用工具,2shanez/vaada,0,"通过智能合约让用户押注个人目标完成",https://github.com/2shanez/vaada
个人生活,自动化/工作流,管理系统,JingkaiTang/JingkaiTang.github.io,1,"个人博客站点搭建与内容管理",https://github.com/JingkaiTang/JingkaiTang.github.io
个人生活,自动化/工作流,分析工具,Ignotum77/Ignotum77,0,"展示个人开发者简介与统计",https://github.com/Ignotum77/Ignotum77
个人生活,AI/LLM工具,通用工具,gruks/portfolio,1,"展示个人作品集网站",https://github.com/gruks/portfolio
个人生活,AI/LLM工具,管理系统,AntoniBLopez/my-reading-shelf,1,"管理个人阅读清单和进度",https://github.com/AntoniBLopez/my-reading-shelf
个人生活,AI/LLM工具,AI交互界面,finlin67/GTMStack_pro,0,"构建营销与作品集展示网站",https://github.com/finlin67/GTMStack_pro
个人生活,社交/社区,通用工具,uttamkumar95446-bot/TheGranito,0,"展示个人作品集与技能",https://github.com/uttamkumar95446-bot/TheGranito
个人生活,社交/社区,内容分享,PaulCMatthews/Music,0,"存储和分享个人乐谱文件",https://github.com/PaulCMatthews/Music
个人生活,医疗健康,健康监测,habit-mangement-org/habit-frontend,0,"帮助用户创建和追踪习惯",https://github.com/habit-mangement-org/habit-frontend
个人生活,医疗健康,通用工具,ARHYN-LABS/microapp-diet1,0,"AI解读食品标签成分",https://github.com/ARHYN-LABS/microapp-diet1
个人生活,安全/隐私,通用工具,blaix/growth,0,"个人自我提升应用",https://github.com/blaix/growth
个人生活,金融/交易,交易/投资,DhruvParashar246/TickTrack,0,"个人投资组合跟踪与盈亏计算",https://github.com/DhruvParashar246/TickTrack
个人生活,金融/交易,通用工具,2shanez/vaada,0,"通过智能合约让用户押注个人目标完成",https://github.com/2shanez/vaada
个人生活,其他,通用工具,daniboom-1M/WEB,1,"展示个人网页内容",https://github.com/daniboom-1M/WEB
个人生活,其他,生成工具,eduardo-weise/wedding-page,0,"为个人婚礼创建移动优先的展示页面",https://github.com/eduardo-weise/wedding-page
个人生活,媒体/视频,通用工具,su-Insight/moretalk,5,"简化老年用户微信通话流程",https://github.com/su-Insight/moretalk
个人生活,电商平台,管理系统,daniloneto/marketlist,0,"购物清单管理与价格追踪",https://github.com/daniloneto/marketlist
娱乐媒体,游戏/娱乐,通用工具,salmanbappi/Tsukimi,1,"在Android上高性能阅读漫画",https://github.com/salmanbappi/Tsukimi
娱乐媒体,游戏/娱乐,游戏Mod/插件,JackOfNoneTrades/AnExtraTouch,2,"为Minecraft游戏添加视觉和音频增强",https://github.com/JackOfNoneTrades/AnExtraTouch
娱乐媒体,游戏/娱乐,策略/模拟,cynfria/will-it-jello,0,"模拟3D果冻物理效果的交互体验",https://github.com/cynfria/will-it-jello
娱乐媒体,网站/门户,通用工具,renfuji12/bacalhau,1,"自托管IPTV播放器",https://github.com/renfuji12/bacalhau
娱乐媒体,网站/门户,管理系统,cooptaylor1-rgb/Ryder-Cup-BattleGround,0,"管理高尔夫比赛积分与队伍",https://github.com/cooptaylor1-rgb/Ryder-Cup-BattleGround
娱乐媒体,网站/门户,生成工具,aknur111/AI_Taralog,0,"用户注册登录并创建塔罗牌占卜",https://github.com/aknur111/AI_Taralog
娱乐媒体,数据可视化/BI,通用工具,paulohscwb/fractalcurves,0,"在VR/AR中可视化分形曲线",https://github.com/paulohscwb/fractalcurves
娱乐媒体,数据可视化/BI,管理系统,shinshin4n4n/tube-review,0,"发现和管理YouTube频道",https://github.com/shinshin4n4n/tube-review
娱乐媒体,数据可视化/BI,数据探索,Kingshot-Atlas/Kingshot-Atlas,0,"为游戏玩家提供王国数据查询与比较",https://github.com/Kingshot-Atlas/Kingshot-Atlas
娱乐媒体,社交/社区,通用工具,JackOfNoneTrades/AnExtraTouch,2,"为Minecraft游戏添加视觉和音频增强",https://github.com/JackOfNoneTrades/AnExtraTouch
娱乐媒体,社交/社区,即时通讯,simdoomlinga27gg/QQ2006,0,"复刻QQ2006经典聊天界面",https://github.com/simdoomlinga27gg/QQ2006
娱乐媒体,社交/社区,管理系统,bjornnorgaard/spelltracker,0,"管理D&D 5e法术列表和法术位",https://github.com/bjornnorgaard/spelltracker
娱乐媒体,企业管理,项目管理,cooptaylor1-rgb/Ryder-Cup-BattleGround,0,"管理高尔夫比赛积分与队伍",https://github.com/cooptaylor1-rgb/Ryder-Cup-BattleGround
娱乐媒体,企业管理,通用工具,gilymerkado/symbolo-game,0,"快速识别符号匹配的游戏",https://github.com/gilymerkado/symbolo-game
娱乐媒体,设计工具,通用工具,JohannesAdrianRuether/TOXIC-HORIZON,1,"开发一款2D射击游戏",https://github.com/JohannesAdrianRuether/TOXIC-HORIZON
娱乐媒体,设计工具,UI/UX设计,gilymerkado/symbolo-game,0,"快速识别符号匹配的游戏",https://github.com/gilymerkado/symbolo-game
娱乐媒体,设计工具,生成工具,RybnikovVeniamin/NewsPosterGenerating,0,"自动生成新闻可视化海报",https://github.com/RybnikovVeniamin/NewsPosterGenerating
娱乐媒体,教育学习,通用工具,DaniilMykroft/poker-range-trainer,1,"训练和记忆扑克手牌范围",https://github.com/DaniilMykroft/poker-range-trainer
娱乐媒体,教育学习,生成工具,aknur111/AI_Taralog,0,"用户注册登录并创建塔罗牌占卜",https://github.com/aknur111/AI_Taralog
娱乐媒体,教育学习,课程管理,20JorgeCardenas05/Bullys,0,"大学课程视频游戏项目",https://github.com/20JorgeCardenas05/Bullys
娱乐媒体,媒体/视频,通用工具,thanhtuyen181/photobooth,0,"网页拍照并添加贴纸下载",https://github.com/thanhtuyen181/photobooth
娱乐媒体,媒体/视频,直播/流媒体,iptv2025tx/Otto-Live-ttva,1,"聚合IPTV直播源链接",https://github.com/iptv2025tx/Otto-Live-ttva
娱乐媒体,媒体/视频,视频播放器,renfuji12/bacalhau,1,"自托管IPTV播放器",https://github.com/renfuji12/bacalhau
娱乐媒体,AI/LLM工具,通用工具,idkWhatToNameMyselfAs/manga-reader,0,"基于Next.js的漫画阅读器",https://github.com/idkWhatToNameMyselfAs/manga-reader
娱乐媒体,AI/LLM工具,AI交互界面,jp702020/youtube_frontend,0,"模仿YouTube前端界面",https://github.com/jp702020/youtube_frontend
娱乐媒体,AI/LLM工具,AI内容生成,yazelin/catime,0,"每小时生成AI猫图并展示",https://github.com/yazelin/catime
娱乐媒体,自动化/工作流,通用工具,madmax983/scale,0,"构建AI驱动的4X太空模拟游戏",https://github.com/madmax983/scale
娱乐媒体,自动化/工作流,生成工具,yazelin/catime,0,"每小时生成AI猫图并展示",https://github.com/yazelin/catime
娱乐媒体,自动化/工作流,分析工具,maciejwrob/cinebot,0,"分析Discord聊天内容并生成媒体排名",https://github.com/maciejwrob/cinebot
娱乐媒体,编译器/开发环境,通用工具,MuhammadAnwaar/spectre,1,"为Hytale游戏服务器提供反作弊保护",https://github.com/MuhammadAnwaar/spectre
娱乐媒体,安全/隐私,通用工具,MuhammadAnwaar/spectre,1,"为Hytale游戏服务器提供反作弊保护",https://github.com/MuhammadAnwaar/spectre
娱乐媒体,代理/网关,通用工具,madmax983/scale,0,"构建AI驱动的4X太空模拟游戏",https://github.com/madmax983/scale
娱乐媒体,代理/网关,分析工具,taniisshaa/Cricket-chatbot,0,"提供板球实时数据与历史统计的AI助手",https://github.com/taniisshaa/Cricket-chatbot
娱乐媒体,代理/网关,API网关,battle-buddy-games/Platform,0,"游戏平台网关服务",https://github.com/battle-buddy-games/Platform
娱乐媒体,金融/交易,加密货币,ethboi/automon,0,"区块链怪物对战游戏",https://github.com/ethboi/automon
娱乐媒体,金融/交易,交易/投资,Pelldom/EmojiSpace,0,"基于表情符号的太空交易游戏",https://github.com/Pelldom/EmojiSpace
娱乐媒体,开发工具/脚手架,通用工具,sitemirador2026-oss/mirador-regiao-online,0,"静态新闻门户网站",https://github.com/sitemirador2026-oss/mirador-regiao-online
娱乐媒体,其他,通用工具,swantzter/crx-developers-developers-developers,0,"在网页悬停时播放开发者语音",https://github.com/swantzter/crx-developers-developers-developers
娱乐媒体,物联网/硬件,通用工具,CharmsBot/Charmsbot-site,0,"为Tibia玩家优化狩猎体验的Discord机器人",https://github.com/CharmsBot/Charmsbot-site
教育学习,教育学习,通用工具,Suraj-kumar121K/Matplotlib,1,"学习或演示Matplotlib使用",https://github.com/Suraj-kumar121K/Matplotlib
教育学习,教育学习,课程管理,APMaii/AIEngineeringToturial,8,"提供AI工程课程材料",https://github.com/APMaii/AIEngineeringToturial
教育学习,教育学习,编程学习,LDT9510/aoc-2015,0,"使用Rust解决Advent of Code编程挑战",https://github.com/LDT9510/aoc-2015
教育学习,企业管理,项目管理,udaykumar223/SWE_WEB,1,"学生学术数据可视化与管理",https://github.com/udaykumar223/SWE_WEB
教育学习,企业管理,通用工具,ankittshrmaa/DevOps-journey,1,"记录个人学习历程",https://github.com/ankittshrmaa/DevOps-journey
教育学习,AI/LLM工具,通用工具,APMaii/AIEngineeringToturial,8,"提供AI工程课程材料",https://github.com/APMaii/AIEngineeringToturial
教育学习,AI/LLM工具,AI内容生成,WolcenOn/PictoUtils,0,"基于AARASAC图片和Google语音生成教学材料",https://github.com/WolcenOn/PictoUtils
教育学习,AI/LLM工具,生成工具,dd-java-22/codebreaker-solitaire-DarthVega-The,0,"为Java培训课程创建控制台客户端",https://github.com/dd-java-22/codebreaker-solitaire-DarthVega-The
教育学习,数据可视化/BI,通用工具,0xLysandre/MaestrOS,1,"为医学生提供智能任务调度与复习规划",https://github.com/0xLysandre/MaestrOS
教育学习,数据可视化/BI,分析工具,zilbersm/ZilbersteinM_Neur265,0,"存储神经数据分析课程材料",https://github.com/zilbersm/ZilbersteinM_Neur265
教育学习,数据可视化/BI,管理系统,udaykumar223/SWE_WEB,1,"学生学术数据可视化与管理",https://github.com/udaykumar223/SWE_WEB
教育学习,设计工具,通用工具,Aman-Anas/CSC-486-P1-VisualNarrative,0,"完成课程项目作业",https://github.com/Aman-Anas/CSC-486-P1-VisualNarrative
教育学习,设计工具,生成工具,Nati-123/intelligent-textbook-ee2301,0,"AI生成数字系统设计交互式教材",https://github.com/Nati-123/intelligent-textbook-ee2301
教育学习,设计工具,UI/UX设计,bhawnagupta24/100-days-of-code,0,"记录个人前端学习进度",https://github.com/bhawnagupta24/100-days-of-code
教育学习,社交/社区,通用工具,apenab/rlm-runtime-talk,2,"展示递归语言模型的技术演讲材料",https://github.com/apenab/rlm-runtime-talk
教育学习,社交/社区,即时通讯,goncalopimentaa/train-400-context-3,0,"教学语言模型训练原理",https://github.com/goncalopimentaa/train-400-context-3
教育学习,社交/社区,分析工具,Deepanshu-8126/Projects-Data-Analysis-Beg-to-Adv-,0,"数据分析和机器学习项目集合",https://github.com/Deepanshu-8126/Projects-Data-Analysis-Beg-to-Adv-
教育学习,自动化/工作流,通用工具,haomiaolucky/CongressionalAward,0,"追踪学生活动时间以申请奖项",https://github.com/haomiaolucky/CongressionalAward
教育学习,自动化/工作流,生成工具,Nati-123/intelligent-textbook-ee2301,0,"AI生成数字系统设计交互式教材",https://github.com/Nati-123/intelligent-textbook-ee2301
教育学习,自动化/工作流,管理系统,Quy1314/NT106_QuanLyKhoaHoc_ThiOnline,0,"在线课程管理与考试系统",https://github.com/Quy1314/NT106_QuanLyKhoaHoc_ThiOnline
教育学习,内容管理系统,通用工具,SMC-CS-374-Sp26/Unit-1-Prelims-Mathematics,0,"存储和分享课程材料",https://github.com/SMC-CS-374-Sp26/Unit-1-Prelims-Mathematics
教育学习,内容管理系统,生成工具,fherexe/direito-clt,1,"创建关于巴西劳动法的静态博客",https://github.com/fherexe/direito-clt
教育学习,网站/门户,通用工具,giprahulss-maker/MRDRUGEEEDUPORTAL.github.io,1,"将WordPress网站转换为静态页面",https://github.com/giprahulss-maker/MRDRUGEEEDUPORTAL.github.io
教育学习,网站/门户,生成工具,satyamprajapati4736-byte/skillshift-website,0,"AI驱动的技能路线图生成",https://github.com/satyamprajapati4736-byte/skillshift-website
教育学习,网站/门户,管理系统,piolows/AlKaramahHackathon,0,"为自闭症儿童教师提供AI辅助教学管理",https://github.com/piolows/AlKaramahHackathon
教育学习,代理/网关,通用工具,Imamachi-n/genai-agent-advanced-book-typescript,0,"将AI代理书籍示例代码从Python转换为TypeScript",https://github.com/Imamachi-n/genai-agent-advanced-book-typescript
教育学习,安全/隐私,通用工具,IYANForBidden/adrian-linux-journey,0,"记录Linux红队技术学习笔记",https://github.com/IYANForBidden/adrian-linux-journey
教育学习,安全/隐私,加密/解密,Cyb3r-Pony/stop-the-scam,0,"提供投资诈骗和加密货币诈骗的预防信息",https://github.com/Cyb3r-Pony/stop-the-scam
教育学习,物联网/硬件,通用工具,kapitan-marona/language-bot-v2,0,"语言学习聊天机器人",https://github.com/kapitan-marona/language-bot-v2
教育学习,物联网/硬件,生成工具,NewmanB1/AGNI,0,"为离线教育创建标准文件格式",https://github.com/NewmanB1/AGNI
教育学习,开发工具/脚手架,生成工具,dd-java-22/codebreaker-solitaire-DarthVega-The,0,"为Java培训课程创建控制台客户端",https://github.com/dd-java-22/codebreaker-solitaire-DarthVega-The
教育学习,开发工具/脚手架,通用工具,krv6246-cell/timedensity-site,0,"展示时间密度物理理论网站",https://github.com/krv6246-cell/timedensity-site
教育学习,开发工具/脚手架,项目模板,IzanUrrutikoetxea/DataBase-Administration-Project---Computer-Science-Degree,0,"数据库管理课程团队项目模板",https://github.com/IzanUrrutikoetxea/DataBase-Administration-Project---Computer-Science-Degree
教育学习,游戏/娱乐,通用工具,macsinvan/crossword-grid-reader,0,"从PDF提取填字游戏并交互式学习",https://github.com/macsinvan/crossword-grid-reader
教育学习,游戏/娱乐,生成工具,agraham2016/vibecodekids,0,"儿童通过自然语言生成代码",https://github.com/agraham2016/vibecodekids
教育学习,金融/交易,交易/投资,Cyb3r-Pony/stop-the-scam,0,"提供投资诈骗和加密货币诈骗的预防信息",https://github.com/Cyb3r-Pony/stop-the-scam
教育学习,媒体/视频,通用工具,prateeekglitch/debugmate,0,"连接学习者进行实时协作学习",https://github.com/prateeekglitch/debugmate
健康医疗,AI/LLM工具,通用工具,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,AI/LLM工具,管理系统,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,AI/LLM工具,AI代理/智能体,eshanit/nurse_mobile,0,"为医护人员提供离线临床工作流管理",https://github.com/eshanit/nurse_mobile
健康医疗,医疗健康,通用工具,steenezel/Anesthesie-Kortrijk,1,"为麻醉医生提供临床工具与协议",https://github.com/steenezel/Anesthesie-Kortrijk
健康医疗,医疗健康,医疗管理,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,医疗健康,诊断/辅助,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,设计工具,通用工具,vianadanielviana/vetacademy,0,"AI驱动的兽医支持平台",https://github.com/vianadanielviana/vetacademy
健康医疗,设计工具,管理系统,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,设计工具,分析工具,isilionisilme/veterinary-medical-records,0,"兽医医疗记录结构化提取与分析",https://github.com/isilionisilme/veterinary-medical-records
健康医疗,数据可视化/BI,通用工具,npnini/ApitherapyV2,0,"辅助蜂疗师制定治疗方案",https://github.com/npnini/ApitherapyV2
健康医疗,数据可视化/BI,管理系统,eshanit/nurse_mobile,0,"为医护人员提供离线临床工作流管理",https://github.com/eshanit/nurse_mobile
健康医疗,企业管理,项目管理,anakalitha/smhs,0,"管理医院门诊患者",https://github.com/anakalitha/smhs
健康医疗,企业管理,通用工具,Captain-Kanak/medi-store-app,0,"连接患者与药房的医疗市场",https://github.com/Captain-Kanak/medi-store-app
健康医疗,企业管理,ERP/资源管理,Nathishwar-prog/Blood_Bank_Management_system,2,"AI驱动的血液库存管理系统",https://github.com/Nathishwar-prog/Blood_Bank_Management_system
健康医疗,安全/隐私,通用工具,danyf57-maker/aurum-sanctuary,0,"提供AI辅助的心理健康日记应用",https://github.com/danyf57-maker/aurum-sanctuary
健康医疗,安全/隐私,分析工具,isilionisilme/veterinary-medical-records,0,"兽医医疗记录结构化提取与分析",https://github.com/isilionisilme/veterinary-medical-records
健康医疗,安全/隐私,管理系统,eshanit/nurse_mobile,0,"为医护人员提供离线临床工作流管理",https://github.com/eshanit/nurse_mobile
健康医疗,教育学习,通用工具,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,教育学习,管理系统,DariyDar/level-two,0,"通过游戏模拟血糖管理",https://github.com/DariyDar/level-two
健康医疗,网站/门户,通用工具,lemontree1611/LoLamBenhAn,6,"辅助医学生快速协作编写电子病历",https://github.com/lemontree1611/LoLamBenhAn
健康医疗,网站/门户,管理系统,anakalitha/smhs,0,"管理医院门诊患者",https://github.com/anakalitha/smhs
健康医疗,编译器/开发环境,分析工具,isilionisilme/veterinary-medical-records,0,"兽医医疗记录结构化提取与分析",https://github.com/isilionisilme/veterinary-medical-records
健康医疗,自动化/工作流,工作流引擎,eshanit/nurse_mobile,0,"为医护人员提供离线临床工作流管理",https://github.com/eshanit/nurse_mobile
健康医疗,自动化/工作流,通用工具,SulivanMariotti/lembrete-psi,0,"发送心理治疗会话通知",https://github.com/SulivanMariotti/lembrete-psi
健康医疗,游戏/娱乐,策略/模拟,DariyDar/level-two,0,"通过游戏模拟血糖管理",https://github.com/DariyDar/level-two
健康医疗,开发工具/脚手架,项目模板,Natuclinic/natuclinic-site,0,"基于React + Vite模板的网站项目",https://github.com/Natuclinic/natuclinic-site
健康医疗,代理/网关,API网关,ProLimitHyperCodeNovaCreator/EY-Backend,0,"通过AI代理提供药物分析API",https://github.com/ProLimitHyperCodeNovaCreator/EY-Backend
社交社区,AI/LLM工具,通用工具,briangflett/mas-vc-chatbot,0,"基于Next.js的聊天机器人原型",https://github.com/briangflett/mas-vc-chatbot
社交社区,AI/LLM工具,AI代理/智能体,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,社交/社区,社交网络,miguelrktdev/backend-petz,1,"构建宠物社交网络后端API",https://github.com/miguelrktdev/backend-petz
社交社区,社交/社区,通用工具,teamtwingle-sketch/TWINGLE-,0,"为特定人群提供约会匹配服务",https://github.com/teamtwingle-sketch/TWINGLE-
社交社区,社交/社区,即时通讯,CharlesDFranca/nestjs-realtime-chat-backend,2,"构建实时聊天后端",https://github.com/CharlesDFranca/nestjs-realtime-chat-backend
社交社区,物联网/硬件,通用工具,briangflett/mas-vc-chatbot,0,"基于Next.js的聊天机器人原型",https://github.com/briangflett/mas-vc-chatbot
社交社区,物联网/硬件,管理系统,bjornodinsson89/discord-file-system,0,"管理Discord服务器中的游戏会话和配置",https://github.com/bjornodinsson89/discord-file-system
社交社区,设计工具,通用工具,noemi-peterka/back-end-nc-news,1,"构建新闻论坛的API后端",https://github.com/noemi-peterka/back-end-nc-news
社交社区,设计工具,UI/UX设计,CharlesDFranca/nestjs-realtime-chat-backend,2,"构建实时聊天后端",https://github.com/CharlesDFranca/nestjs-realtime-chat-backend
社交社区,设计工具,生成工具,Rainhoole/sett-arena,0,"创建迷你推特克隆",https://github.com/Rainhoole/sett-arena
社交社区,教育学习,通用工具,noemi-peterka/back-end-nc-news,1,"构建新闻论坛的API后端",https://github.com/noemi-peterka/back-end-nc-news
社交社区,教育学习,生成工具,likelion-hanseo/rep-homepage,0,"为大学社团创建展示网站",https://github.com/likelion-hanseo/rep-homepage
社交社区,网站/门户,通用工具,semah-soudeni/web-project,0,"大学社团网站开发",https://github.com/semah-soudeni/web-project
社交社区,网站/门户,生成工具,likelion-hanseo/rep-homepage,0,"为大学社团创建展示网站",https://github.com/likelion-hanseo/rep-homepage
社交社区,网站/门户,内容站点,yewen-jin/nc-news-backend,0,"构建类似Reddit的新闻社交API",https://github.com/yewen-jin/nc-news-backend
社交社区,安全/隐私,通用工具,AnonymousWall/AnonymousWallIos,0,"大学匿名社交平台iOS客户端",https://github.com/AnonymousWall/AnonymousWallIos
社交社区,安全/隐私,防火墙/防护,jorisdeguet/onetime,0,"通过一次性密码本实现安全通信",https://github.com/jorisdeguet/onetime
社交社区,安全/隐私,生成工具,mtauban/tml-mvp,0,"创建带时间旅行功能的留言板",https://github.com/mtauban/tml-mvp
社交社区,企业管理,项目管理,koal0308/Xdest-online,1,"开发者协作与项目管理平台",https://github.com/koal0308/Xdest-online
社交社区,企业管理,通用工具,McGillVFS/aerohacksbot,0,"Discord服务器成员验证",https://github.com/McGillVFS/aerohacksbot
社交社区,自动化/工作流,通用工具,McGillVFS/aerohacksbot,0,"Discord服务器成员验证",https://github.com/McGillVFS/aerohacksbot
社交社区,自动化/工作流,管理系统,bjornodinsson89/discord-file-system,0,"管理Discord服务器中的游戏会话和配置",https://github.com/bjornodinsson89/discord-file-system
社交社区,内容管理系统,生成工具,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,代理/网关,生成工具,iamcheyan/Clawtter,7,"为AI代理创建自主博客系统",https://github.com/iamcheyan/Clawtter
社交社区,开发工具/脚手架,通用工具,semah-soudeni/web-project,0,"大学社团网站开发",https://github.com/semah-soudeni/web-project
社交社区,媒体/视频,通用工具,Ashu20006/Video-Call-App,0,"实现视频通话功能",https://github.com/Ashu20006/Video-Call-App
社交社区,数据可视化/BI,通用工具,jorisdeguet/onetime,0,"通过一次性密码本实现安全通信",https://github.com/jorisdeguet/onetime
社交社区,数据可视化/BI,实时监控,JuliusGruber/TalkBout,0,"可视化维也纳实时在线话题",https://github.com/JuliusGruber/TalkBout
社交社区,数据可视化/BI,生成工具,mtauban/tml-mvp,0,"创建带时间旅行功能的留言板",https://github.com/mtauban/tml-mvp
社交社区,游戏/娱乐,管理系统,bjornodinsson89/discord-file-system,0,"管理Discord服务器中的游戏会话和配置",https://github.com/bjornodinsson89/discord-file-system
